review,rating,date,bank
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen
An app with High performance and advanced features!,5,2025-04-21,Dashen
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen
"amazing features, faster and easy to use",5,2025-04-21,Dashen
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen
easiness to use with fast response time,5,2025-04-21,Dashen
It is very easy to use and powerful application.,3,2025-04-01,Dashen
dashen super app is secure band very easy,5,2025-04-29,Dashen
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen
Massive upgrade from the Amole app.,5,2025-05-31,Dashen
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen
A fantastic product!! keep the good work.,5,2025-04-21,Dashen
Great for everyday banking and payments on the go,5,2025-04-22,Dashen
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen
"easy &,simple to use",5,2025-04-21,Dashen
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen
its features are so dynamic,5,2025-04-22,Dashen
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen
fast &Friendly user Application.,5,2025-04-22,Dashen
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen
convenient and fast,5,2025-04-21,Dashen
excellent mobile banking app,5,2025-04-21,Dashen
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen
The best app ever in finance sector,5,2025-05-18,Dashen
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Dashen
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen
it is incredible product.,5,2025-04-23,Dashen
"It's an amazing app, experience it!!",5,2025-04-23,Dashen
it is the most amazing mobile app,5,2025-04-21,Dashen
best mobile banking application,5,2025-04-21,Dashen
best mobile banking application,5,2025-04-21,Dashen
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen
Best- in-class app.,5,2025-04-21,Dashen
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen
It is one of the best app ever use it and do it,5,2025-04-26,Dashen
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen
Very easy and Fast.,5,2025-04-24,Dashen
excellent game changer App,5,2025-05-08,Dashen
too slow to use.,1,2025-03-26,Dashen
very good for this app,5,2025-05-31,Dashen
what a helpful app!!!!,5,2025-05-13,Dashen
awesome app keep going,5,2025-05-14,Dashen
very comfortable app keep it,5,2025-04-21,Dashen
Wow! like his name Super App...,5,2025-04-21,Dashen
The app is good but it has no USSD option,4,2025-03-13,Dashen
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen
It is the best application!!!,5,2025-04-22,Dashen
Better and inclusive app!,5,2025-04-21,Dashen
it's Be Come Busy &not working good,1,2025-03-20,Dashen
Dashen bank always one step ahead,5,2025-04-30,Dashen
it is very good app,5,2025-04-10,Dashen
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen
the best Supper App ever,5,2025-04-22,Dashen
very useful App,1,2025-05-26,Dashen
waw no idea the best app.,5,2025-04-19,Dashen
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen
Dashen bank super app for easy life.,5,2025-01-30,Dashen
Fastest and easy to use,5,2025-01-22,Dashen
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen
Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen
"It does not work functional ,",1,2025-02-02,Dashen
Faster and userfriendly,5,2025-01-14,Dashen
It looks good and simple to use,5,2025-01-14,Dashen
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen
it seems me logging out within minutes,1,2025-05-03,Dashen
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen
"All in one, that is it 👌",5,2025-04-21,Dashen
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen
It good and easy to use,5,2025-03-11,Dashen
The best App of all,5,2025-03-17,Dashen
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen
faster than this version,5,2025-05-01,Dashen
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen
The most good app and easy,5,2025-01-16,Dashen
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen
fast best app,5,2025-04-19,Dashen
good and latest,5,2025-03-18,Dashen
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen
Small size with vast features and functionalities.,5,2025-01-15,Dashen
its the best ever,5,2025-05-09,Dashen
very easy and flexible app.,5,2025-04-21,Dashen
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen
Wow Excellent app,5,2025-03-08,Dashen
The best Banking app I have ever seen,5,2025-01-14,Dashen
Always one step a head!,5,2025-01-15,Dashen
I hope it will be better than amole,5,2025-01-18,Dashen
"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Dashen
Super smart app.,5,2025-02-18,Dashen
Great App Well done Dashen Bank,5,2025-01-15,Dashen
Always one step forward,5,2025-01-15,Dashen
it's amazing app i have seen ever,5,2025-02-13,Dashen
Needs some improvement,5,2025-01-20,Dashen
Better Move to catch the competition up👍,5,2025-01-16,Dashen
"Good app, bad security",3,2025-02-06,Dashen
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen
Amazing super app,5,2025-01-19,Dashen
I only see white page,2,2025-01-23,Dashen
Always one step ahead,5,2025-01-13,Dashen
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen
useless app ever loading take long,1,2025-05-27,Dashen
Dashen bank is my number one choice,5,2025-04-22,Dashen
yes i want dashen super open,5,2025-05-02,Dashen
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen
Wow amazing app,5,2025-02-21,Dashen
nice app ever,5,2025-04-17,Dashen
Wow Dashen Super App 🚀🚀,5,2025-01-14,Dashen
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen
